,date,name,link,from,to,amount,bod,nationality,year,year_str,year_ly,year_ly_str,merge,merge_ly,full_name,birthday_GMT,season_real,nationality_real,position,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,season_str,merge_real,season_fifa,sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality_fifa,club_name,league_name,league_rank,overall,potential,international_reputation,skill_moves,joined,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,season_str_fifa,merge_fifa,diff_season_real,diff_season_fifa
207,2018-07-01,francesco renzetti,/francesco-renzetti/profil/spieler/84845,Genoa,Cremonese,1000,1988/01/22,Italy,2019,2019,2018,2018,francesco renzetti_Italy_1988/01/22_2019,francesco renzetti_Italy_1988/01/22_2018,francesco renzetti,1988/01/22,2018,Italy,Defender,3356,1691,1665,38,19,19,0,0,0,5,2,3,0,0,8,4,4,42,27,15,3,1,376,131,106,0.13,0.13,0.0,0.0,0.0,0.0,1.13,80.0,88.0,839.0,671.0,0.11,2018,francesco renzetti_Italy_1988/01/22_2018,2018,189065,F. Renzetti,francesco renzetti,29,1988/01/22,174,65,Italy,us cremonese,Italian Serie B,2,70,70,1,2,0,2018,80,52,64,68,65,71,0,0,0,0,0,0,69,48,52,67,48,67,67,65,63,65,77,82,78,68,78,65,73,82,66,50,69,67,52,55,43,67,67,63,8,9,5,12,10,2018,francesco renzetti_Italy_1988/01/22_2018,1,1
208,2018-07-02,sokratis papastathopoulos,/sokratis-papastathopoulos/profil/spieler/34322,Bor. Dortmund,FC Arsenal,16000000,1988/06/09,Greece,2019,2019,2018,2018,sokratis papastathopoulos_Greece_1988/06/09_2019,sokratis papastathopoulos_Greece_1988/06/09_2018,sokratis papastathopoulos,1988/06/08,2018,Greece,Defender,2375,1159,1216,30,16,14,2,1,1,0,0,0,0,0,11,6,5,35,16,19,6,1,169,280,69,0.08,0.0,0.08,0.08,0.07,1188.0,1.33,68.0,79.0,339.0,0.0,0.27,2018,sokratis papastathopoulos_Greece_1988/06/09_2018,2018,172879,Sokratis,sokratis papastathopoulos,29,1988/06/09,186,85,Greece,borussia dortmund,German 1. Bundesliga,1,86,86,3,2,2013-07-01,2019,78,52,55,60,87,84,0,0,0,0,0,0,47,44,87,64,46,58,36,35,64,58,71,84,62,81,68,79,87,74,86,48,91,80,50,52,33,88,90,86,6,8,5,12,5,2018,sokratis papastathopoulos_Greece_1988/06/09_2018,1,1
209,2018-07-02,alban lafont,/alban-lafont/profil/spieler/357117,Toulouse,Fiorentina,8000000,1999/01/23,France,2019,2019,2018,2018,alban lafont_France_1999/01/23_2019,alban lafont_France_1999/01/23_2018,alban lafont,1999/01/23,2018,France,Goalkeeper,3420,1710,1710,38,19,19,0,0,0,0,0,0,0,0,12,7,5,49,18,31,4,0,340,347,94,0.0,0.0,0.0,0.0,0.0,0.0,1.29,70.0,90.0,855.0,0.0,0.11,2018,alban lafont_France_1999/01/23_2018,2018,231691,A. Lafont,alban lafont,18,1999/01/23,193,82,France,toulouse football club,French Ligue 1,1,77,89,2,1,2015-11-28,2020,0,0,0,0,0,0,78,77,71,79,46,76,13,6,13,52,9,14,13,12,38,10,48,45,55,64,53,23,73,40,70,9,20,17,4,45,16,5,14,12,78,77,71,76,79,2018,alban lafont_France_1999/01/23_2018,1,1
210,2018-07-02,zinho gano,/zinho-gano/profil/spieler/182446,KV Oostende,KRC Genk,1800000,1993/10/13,Belgium,2019,2019,2018,2018,zinho gano_Belgium_1993/10/13_2019,zinho gano_Belgium_1993/10/13_2018,zinho gano,1993/10/12,2018,Belgium,Forward,1830,784,1046,26,11,15,10,1,9,2,0,2,1,1,6,3,3,28,14,14,2,0,13,129,-1,0.59,0.1,0.49,0.11,0.77,183.0,1.38,65.0,70.0,915.0,915.0,0.1,2018,zinho gano_Belgium_1993/10/13_2018,2018,204227,Z. Gano,zinho gano,23,1993/10/13,198,93,Belgium,kv oostende,Belgian Jupiler Pro League,1,71,75,1,2,2017-08-16,2021,66,69,55,63,29,76,0,0,0,0,0,0,56,70,77,64,67,64,46,48,37,69,62,69,50,68,32,72,67,68,89,65,58,28,69,56,59,18,29,16,12,13,8,11,9,2018,zinho gano_Belgium_1993/10/13_2018,1,1
211,2018-07-02,michele castagnetti,/michele-castagnetti/profil/spieler/195335,SPAL,Cremonese,1000000,1989/12/27,Italy,2019,2019,2018,2018,michele castagnetti_Italy_1989/12/27_2019,michele castagnetti_Italy_1989/12/27_2018,michele castagnetti,1989/12/27,2018,Italy,Midfielder,3343,1765,1578,39,21,18,1,1,0,2,0,2,0,0,10,5,5,42,20,22,13,0,299,256,-1,0.08,0.05,0.03,0.05,0.0,3343.0,1.13,80.0,86.0,257.0,1672.0,0.35,2018,michele castagnetti_Italy_1989/12/27_2018,2018,235163,M. Castagnetti,michele castagnetti,27,1989/12/27,180,71,Italy,empoli,Italian Serie B,2,67,67,1,2,0,2018,65,54,60,60,64,72,0,0,0,0,0,0,42,43,49,68,51,55,47,61,64,66,74,58,59,68,67,66,58,82,71,73,64,58,44,63,41,67,68,67,7,6,9,8,14,2018,michele castagnetti_Italy_1989/12/27_2018,1,1
212,2018-07-02,inigo perez,/inigo-perez/profil/spieler/71579,CD Numancia,CA Osasuna,750000,1988/01/18,Spain,2019,2019,2018,2018,inigo perez_Spain_1988/01/18_2019,inigo perez_Spain_1988/01/18_2018,inigo perez soto,1988/01/18,2018,Spain,Midfielder,3769,1980,1789,42,22,20,3,0,3,8,5,3,0,0,16,12,4,40,15,25,6,0,229,47,-1,0.26,0.19,0.07,0.0,0.15,1256.0,0.96,94.0,90.0,628.0,471.0,0.14,2018,inigo perez_Spain_1988/01/18_2018,2018,196942,Iñigo Pérez,inigo perez soto,29,1988/01/18,178,74,Spain,cd numancia,Spanish Segunda División,2,71,71,1,3,2014-07-18,2019,67,63,75,66,65,73,0,0,0,0,0,0,71,59,62,80,49,59,70,80,76,76,68,66,75,59,68,72,76,82,70,71,68,60,57,67,49,68,66,62,9,8,7,16,6,2018,inigo perez_Spain_1988/01/18_2018,1,1
213,2018-07-02,lucas hufnagel,/lucas-hufnagel/profil/spieler/168741,SC Fribourg,Unterhaching,100000,1994/01/29,Georgia,2019,2019,2018,2018,lucas hufnagel_Georgia_1994/01/29_2019,lucas hufnagel_Georgia_1994/01/29_2018,lucas hufnagel,1994/01/29,2018,Georgia,Midfielder,326,192,134,6,4,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,257,280,-1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,82.0,54.0,0.0,0.0,0.0,2018,lucas hufnagel_Georgia_1994/01/29_2018,2018,211901,L. Hufnagel,lucas hufnagel,23,1994/01/29,183,73,Georgia,1. fc nurnberg,German 2. Bundesliga,2,66,72,1,3,0,2018,73,55,62,69,50,55,0,0,0,0,0,0,63,54,49,66,49,69,58,39,61,67,75,72,76,59,69,60,53,62,59,56,39,53,62,63,48,46,54,49,8,8,14,14,13,2018,lucas hufnagel_Georgia_1994/01/29_2018,1,1
214,2018-07-03,dusan tadic,/dusan-tadic/profil/spieler/36139,FC Southampton,Ajax,13700000,1988/11/20,Serbia,2019,2019,2018,2018,dusan tadic_Serbia_1988/11/20_2019,dusan tadic_Serbia_1988/11/20_2018,dusan tadic,1988/11/20,2018,Serbia,Midfielder,2812,1511,1301,36,19,17,6,5,1,3,2,1,1,0,8,3,5,40,21,19,4,0,99,133,-1,0.29,0.1,0.19,0.3,0.07,469.0,1.28,70.0,78.0,703.0,937.0,0.13,2018,dusan tadic_Serbia_1988/11/20_2018,2018,199434,D. Tadić,dusan tadic,28,1988/11/20,181,76,Serbia,southampton,English Premier League,1,80,80,2,4,2014-07-08,2020,70,67,80,83,37,63,0,0,0,0,0,0,79,65,63,81,73,83,83,76,77,85,70,70,81,78,80,69,64,69,62,66,56,31,73,84,75,40,34,26,11,11,14,9,16,2018,dusan tadic_Serbia_1988/11/20_2018,1,1
215,2018-07-03,sam johnstone,/sam-johnstone/profil/spieler/110864,Manchester Utd.,West Brom,7350000,1993/03/25,England,2019,2019,2018,2018,sam johnstone_England_1993/03/25_2019,sam johnstone_England_1993/03/25_2018,sam johnstone,1993/03/25,2018,England,Goalkeeper,4320,2250,2070,48,25,23,0,0,0,0,0,0,0,0,22,11,11,40,19,21,2,0,549,549,30,0.0,0.0,0.0,0.0,0.0,0.0,0.83,108.0,90.0,2160.0,0.0,0.04,2018,sam johnstone_England_1993/03/25_2018,2018,206075,S. Johnstone,sam johnstone,24,1993/03/25,193,85,England,aston villa,English League Championship,2,70,77,1,1,0,2018,0,0,0,0,0,0,71,72,67,74,40,67,17,11,17,27,15,16,16,17,35,18,45,36,55,57,27,24,52,45,66,16,24,17,11,46,42,13,17,20,71,72,67,67,74,2018,sam johnstone_England_1993/03/25_2018,1,1
216,2018-07-03,ivan santini,/ivan-santini/profil/spieler/45832,SM Caen,RSC Anderlecht,3000000,1989/05/21,Croatia,2019,2019,2018,2018,ivan santini_Croatia_1989/05/21_2019,ivan santini_Croatia_1989/05/21_2018,ivan santini,1989/05/20,2018,Croatia,Forward,2777,1350,1427,32,15,17,11,7,4,1,1,0,5,1,11,6,5,44,14,30,3,0,46,239,-1,0.39,0.03,0.36,0.47,0.25,252.0,1.43,63.0,87.0,926.0,2777.0,0.1,2018,ivan santini_Croatia_1989/05/21_2018,2018,208017,I. Santini,ivan santini,28,1989/05/21,190,90,Croatia,stade malherbe caen,French Ligue 1,1,74,74,1,2,2016-08-03,2019,38,78,54,64,37,84,0,0,0,0,0,0,33,80,80,69,73,65,39,46,44,70,37,38,50,75,43,79,75,79,90,74,76,40,75,62,76,26,35,25,10,9,11,11,15,2018,ivan santini_Croatia_1989/05/21_2018,1,1
217,2018-07-03,andreas weimann,/andreas-weimann/profil/spieler/49693,Derby,Bristol City,2250000,1991/08/05,Austria,2019,2019,2018,2018,andreas weimann_Austria_1991/08/05_2019,andreas weimann_Austria_1991/08/05_2018,andreas weimann,1991/08/04,2018,Austria,Forward,3070,1466,1604,42,20,22,5,2,3,6,4,2,0,0,16,9,7,34,15,19,8,0,178,79,-1,0.32,0.18,0.15,0.12,0.17,614.0,1.0,90.0,73.0,384.0,512.0,0.23,2018,andreas weimann_Austria_1991/08/05_2018,2018,194017,A. Weimann,andreas weimann,25,1991/08/05,178,76,Austria,derby county,English League Championship,2,69,69,1,3,2015-06-18,2019,82,70,58,71,39,68,0,0,0,0,0,0,48,68,68,68,59,73,68,64,40,70,82,82,73,73,58,78,45,78,63,69,76,43,70,59,75,29,37,34,11,9,16,12,6,2018,andreas weimann_Austria_1991/08/05_2018,1,1
218,2018-07-03,lee grant,/lee-grant/profil/spieler/13460,Stoke City,Manchester Utd.,1700000,1983/01/27,England,2019,2019,2018,2018,lee grant_England_1983/01/27_2019,lee grant_England_1983/01/27_2018,lee grant,1983/01/27,2018,England,Goalkeeper,270,90,180,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,90.0,0.0,0.0,0.0,2018,lee grant_England_1983/01/27_2018,2018,53739,L. Grant,lee grant,34,1983/01/27,193,83,England,stoke city,English Premier League,1,73,73,1,1,2017-01-04,2019,0,0,0,0,0,0,74,70,69,75,43,72,19,17,14,26,15,11,17,19,24,20,47,40,49,67,45,24,63,34,58,19,42,23,14,56,20,12,13,19,74,70,69,72,75,2018,lee grant_England_1983/01/27_2018,1,1
219,2018-07-03,matus bero,/matus-bero/profil/spieler/204047,Trabzonspor,Vitesse,1640000,1995/09/06,Slovakia,2019,2019,2018,2018,matus bero_Slovakia_1995/09/06_2019,matus bero_Slovakia_1995/09/06_2018,matus bero,1995/09/05,2018,Slovakia,Midfielder,618,190,428,15,5,10,1,0,1,0,0,0,0,0,5,2,3,8,2,6,5,0,123,340,-1,0.15,0.0,0.15,0.0,0.21,618.0,1.17,77.0,41.0,124.0,0.0,0.73,2018,matus bero_Slovakia_1995/09/06_2018,2018,235297,M. Bero,matus bero,21,1995/09/06,182,83,Slovakia,trabzonspor,Turkish Süper Lig,1,70,78,1,3,2016-07-21,2020,77,67,66,70,58,67,0,0,0,0,0,0,63,65,59,68,70,71,66,65,62,71,77,77,68,67,68,74,63,74,69,68,55,60,60,68,55,58,59,50,13,9,14,5,7,2018,matus bero_Slovakia_1995/09/06_2018,1,1
220,2018-07-03,zakaria bakkali,/zakaria-bakkali/profil/spieler/203378,FC Valencia,RSC Anderlecht,1200000,1996/01/26,Belgium,2019,2019,2018,2018,zakaria bakkali_Belgium_1996/01/26_2019,zakaria bakkali_Belgium_1996/01/26_2018,zakaria bakkali,1996/01/26,2018,Belgium,Midfielder,905,314,591,23,11,12,0,0,0,0,0,0,0,0,3,2,1,19,5,14,5,0,348,448,-1,0.0,0.0,0.0,0.0,0.0,0.0,1.89,48.0,39.0,181.0,0.0,0.5,2018,zakaria bakkali_Belgium_1996/01/26_2018,2018,208790,Z. Bakkali,zakaria bakkali,21,1996/01/26,164,60,Belgium,deportivo de la coruna,Spain Primera Division,1,72,79,1,4,0,2018,87,71,65,80,17,38,0,0,0,0,0,0,65,71,28,73,67,80,79,67,53,77,91,83,88,65,92,72,59,40,36,73,37,16,67,58,57,13,17,20,11,6,16,12,16,2018,zakaria bakkali_Belgium_1996/01/26_2018,1,1
221,2018-07-03,henri weigelt,/henri-weigelt/profil/spieler/332377,Arm. Bielefeld,AZ Alkmaar,1200000,1998/01/17,Germany,2019,2019,2018,2018,henri weigelt_Germany_1998/01/17_2019,henri weigelt_Germany_1998/01/17_2018,henri weigelt,1998/01/17,2018,Germany,Defender,653,382,271,9,5,4,0,0,0,0,0,0,0,0,4,2,2,7,4,3,1,0,248,349,13,0.0,0.0,0.0,0.0,0.0,0.0,0.96,93.0,73.0,653.0,0.0,0.14,2018,henri weigelt_Germany_1998/01/17_2018,2018,238131,H. Weigelt,henri weigelt,19,1998/01/17,189,75,Germany,dsc arminia bielefeld,German 2. Bundesliga,2,58,72,1,2,2017-03-17,2019,57,27,41,34,58,62,0,0,0,0,0,0,30,20,59,51,23,30,30,30,46,30,53,60,49,50,49,45,54,55,69,24,54,56,24,34,40,58,62,51,5,10,11,10,7,2018,henri weigelt_Germany_1998/01/17_2018,1,1
222,2018-07-04,federico di francesco,/federico-di-francesco/profil/spieler/38607,FC Bologna,Sassuolo,7450000,1994/06/14,Italy,2019,2019,2018,2018,federico di francesco_Italy_1994/06/14_2019,federico di francesco_Italy_1994/06/14_2018,federico di francesco,1994/06/13,2018,Italy,Forward,1598,808,790,24,13,11,1,1,0,2,1,1,0,0,4,3,1,21,9,12,4,0,214,124,-1,0.17,0.11,0.06,0.11,0.0,1598.0,1.18,76.0,67.0,400.0,799.0,0.23,2018,federico di francesco_Italy_1994/06/14_2018,2018,213814,F. Di Francesco,federico di francesco,23,1994/06/14,178,75,Italy,bologna,Italian Serie A,1,73,81,1,3,2016-07-01,2020,78,65,72,79,29,54,0,0,0,0,0,0,75,60,36,75,70,80,75,66,67,78,77,79,79,68,77,72,44,69,54,64,38,23,70,68,69,30,30,26,11,10,6,10,5,2018,federico di francesco_Italy_1994/06/14_2018,1,1
223,2018-07-04,diego falcinelli,/diego-falcinelli/profil/spieler/119115,Sassuolo,FC Bologna,7000000,1991/06/26,Italy,2019,2019,2018,2018,diego falcinelli_Italy_1991/06/26_2019,diego falcinelli_Italy_1991/06/26_2018,diego falcinelli,1991/06/25,2018,Italy,Forward,1749,899,850,32,16,16,2,1,1,1,0,1,0,0,10,6,4,22,11,11,2,0,170,192,-1,0.15,0.05,0.1,0.1,0.11,874.0,1.13,80.0,55.0,874.0,1749.0,0.1,2018,diego falcinelli_Italy_1991/06/26_2018,2018,193077,D. Falcinelli,diego falcinelli,26,1991/06/26,185,75,Italy,sassuolo,Italian Serie A,1,74,75,1,3,2010-07-01,2022,73,73,52,70,20,67,0,0,0,0,0,0,32,78,71,64,65,70,45,33,54,71,74,72,71,73,63,70,70,69,75,66,45,20,77,58,65,11,15,15,6,12,7,5,14,2018,diego falcinelli_Italy_1991/06/26_2018,1,1
224,2018-07-04,tomas vaclik,/tomas-vaclik/profil/spieler/64000,FC Bâle,FC Sevilla,6000000,1989/03/29,Czech Republic,2019,2019,2018,2018,tomas vaclik_Czech Republic_1989/03/29_2019,tomas vaclik_Czech Republic_1989/03/29_2018,tomas vaclik,1989/03/28,2018,Czech Republic,Goalkeeper,3240,1620,1620,36,18,18,0,0,0,0,0,0,0,0,12,5,7,35,17,18,1,0,176,150,12,0.0,0.0,0.0,0.0,0.0,0.0,0.97,93.0,90.0,3240.0,0.0,0.03,2018,tomas vaclik_Czech Republic_1989/03/29_2018,2018,204120,T. Vaclík,tomas vaclik,28,1989/03/29,188,85,Czech Republic,fc basel 1893,Swiss Super League,1,77,78,1,1,2014-06-18,2021,0,0,0,0,0,0,79,75,74,80,35,77,15,14,19,17,13,14,17,16,38,20,34,35,32,68,53,20,70,35,73,16,29,22,15,68,13,19,18,18,79,75,74,77,80,2018,tomas vaclik_Czech Republic_1989/03/29_2018,1,1
225,2018-07-04,luis pedro cavanda,/luis-pedro-cavanda/profil/spieler/102192,Galatasaray,Standard Liège,2400000,1991/01/02,Belgium,2019,2019,2018,2018,luis pedro cavanda_Belgium_1991/01/02_2019,luis pedro cavanda_Belgium_1991/01/02_2018,luis pedro cavanda,1991/01/02,2018,Belgium,Defender,2420,1179,1241,29,14,15,1,0,1,1,1,0,0,0,8,4,4,29,14,15,7,0,194,179,35,0.07,0.04,0.04,0.0,0.07,2420.0,1.08,83.0,83.0,346.0,2420.0,0.26,2018,luis pedro cavanda_Belgium_1991/01/02_2018,2018,200434,L. Cavanda,luis pedro cavanda,26,1991/01/02,180,76,Belgium,standard de liege,Belgian Jupiler Pro League,1,72,74,1,2,0,2018,89,58,62,74,67,72,0,0,0,0,0,0,67,51,64,65,42,74,74,51,62,74,87,90,78,63,72,69,70,73,73,66,71,69,65,50,50,64,70,70,15,9,5,9,15,2018,luis pedro cavanda_Belgium_1991/01/02_2018,1,1
226,2018-07-04,alexander fransson,/alexander-fransson/profil/spieler/238056,FC Bâle,Norrköping,1000000,1994/04/02,Sweden,2019,2019,2018,2018,alexander fransson_Sweden_1994/04/02_2019,alexander fransson_Sweden_1994/04/02_2018,alexander fransson,1994/04/01,2018,Sweden,Midfielder,1379,657,722,22,10,12,0,0,0,3,2,1,0,0,4,1,3,24,12,12,2,0,198,36,-1,0.2,0.2,0.0,0.0,0.0,0.0,1.57,57.0,63.0,690.0,460.0,0.13,2018,alexander fransson_Sweden_1994/04/02_2018,2018,213813,A. Fransson,alexander fransson,23,1994/04/02,180,74,Sweden,fc basel 1893,Swiss Super League,1,73,82,1,2,2016-01-02,2020,78,60,69,67,68,65,0,0,0,0,0,0,54,55,60,75,61,58,59,57,75,76,81,75,82,72,67,69,68,80,59,66,62,70,63,73,47,70,69,67,10,7,11,10,11,2018,alexander fransson_Sweden_1994/04/02_2018,1,1
227,2018-07-04,filippo falco,/filippo-falco/profil/spieler/70689,FC Bologna,Lecce,300000,1992/02/11,Italy,2019,2019,2018,2018,filippo falco_Italy_1992/02/11_2019,filippo falco_Italy_1992/02/11_2018,filippo falco,1992/02/11,2018,Italy,Midfielder,709,403,306,16,9,7,1,1,0,1,1,0,0,0,3,2,1,13,4,9,0,0,164,134,-1,0.25,0.13,0.13,0.22,0.0,709.0,1.65,55.0,44.0,0.0,709.0,0.0,2018,filippo falco_Italy_1992/02/11_2018,2018,210329,F. Falco,filippo falco,25,1992/02/11,171,70,Italy,perugia,Italian Serie B,2,73,78,1,3,0,2018,81,64,69,78,25,58,0,0,0,0,0,0,59,60,49,75,65,76,75,60,69,78,83,79,91,64,85,65,58,69,55,75,51,31,63,67,57,15,22,23,10,9,13,11,7,2018,filippo falco_Italy_1992/02/11_2018,1,1
228,2018-07-05,federico dimarco,/federico-dimarco/profil/spieler/198116,FC Sion,Inter,5000000,1997/11/10,Italy,2019,2019,2018,2018,federico dimarco_Italy_1997/11/10_2019,federico dimarco_Italy_1997/11/10_2018,federico dimarco,1997/11/10,2018,Italy,Defender,676,270,406,9,3,6,0,0,0,2,1,1,0,0,2,1,1,15,6,9,1,0,208,17,84,0.27,0.27,0.0,0.0,0.0,0.0,2.0,45.0,75.0,676.0,338.0,0.13,2018,federico dimarco_Italy_1997/11/10_2018,2018,226268,F. Dimarco,federico dimarco,19,1997/11/10,175,75,Italy,fc sion,Swiss Super League,1,63,77,1,2,2017-07-01,2021,66,33,55,60,62,61,0,0,0,0,0,0,63,29,58,56,33,61,57,68,50,59,64,67,51,59,71,33,57,67,58,29,62,58,54,45,66,62,66,66,9,8,12,7,7,2018,federico dimarco_Italy_1997/11/10_2018,1,1
229,2018-07-05,ben foster,/ben-foster/profil/spieler/13572,West Brom,Watford,2800000,1983/04/03,England,2019,2019,2018,2018,ben foster_England_1983/04/03_2019,ben foster_England_1983/04/03_2018,ben foster,1983/04/02,2018,England,Goalkeeper,3330,1710,1620,37,19,18,0,0,0,0,0,0,0,0,10,6,4,51,27,24,2,0,355,335,99,0.0,0.0,0.0,0.0,0.0,0.0,1.38,65.0,90.0,1665.0,0.0,0.05,2018,ben foster_England_1983/04/03_2018,2018,163155,B. Foster,ben foster,34,1983/04/03,193,90,England,west bromwich albion,English Premier League,1,80,80,2,1,2012-07-01,2019,0,0,0,0,0,0,79,79,73,84,49,77,15,18,14,36,14,14,15,17,32,25,50,48,45,72,50,27,75,32,57,14,15,23,14,42,41,15,15,14,79,79,73,77,84,2018,ben foster_England_1983/04/03_2018,1,1
230,2018-07-05,john bostock,/john-bostock/profil/spieler/58097,Bursaspor,Toulouse,700000,1992/01/15,Trinidad and Tobago,2019,2019,2018,2018,john bostock_Trinidad and Tobago_1992/01/15_2019,john bostock_Trinidad and Tobago_1992/01/15_2018,john bostock,1992/01/15,2018,Trinidad and Tobago,Midfielder,1278,585,693,19,10,9,0,0,0,3,3,0,0,0,5,4,1,21,9,12,2,0,246,7,-1,0.21,0.21,0.0,0.0,0.0,0.0,1.48,61.0,67.0,639.0,426.0,0.14,2018,john bostock_Trinidad and Tobago_1992/01/15_2018,2018,184387,J. Bostock,john bostock,25,1992/01/15,188,84,Trinidad & Tobago,racing club de lens,French Ligue 2,2,71,76,1,3,2016-07-05,2018,67,71,70,69,56,76,0,0,0,0,0,0,64,69,48,72,64,68,68,74,71,71,69,66,70,66,64,76,73,77,77,72,72,63,69,71,76,43,64,60,13,14,11,14,12,2018,john bostock_Trinidad and Tobago_1992/01/15_2018,1,1
231,2018-07-05,francesco migliore,/francesco-migliore/profil/spieler/60567,Genoa,Cremonese,400000,1988/04/17,Italy,2019,2019,2018,2018,francesco migliore_Italy_1988/04/17_2019,francesco migliore_Italy_1988/04/17_2018,francesco migliore,1988/04/16,2018,Italy,Defender,329,96,233,6,2,4,0,0,0,0,0,0,0,0,1,0,1,6,1,5,1,0,382,245,149,0.0,0.0,0.0,0.0,0.0,0.0,1.64,55.0,55.0,329.0,0.0,0.27,2018,francesco migliore_Italy_1988/04/17_2018,2018,183924,F. Migliore,francesco migliore,29,1988/04/17,173,75,Italy,genoa,Italian Serie A,1,67,67,1,2,2017-08-17,2020,73,36,60,65,63,76,0,0,0,0,0,0,64,26,60,63,44,63,58,57,56,63,74,73,73,64,86,55,84,90,72,33,66,62,33,56,48,63,63,64,12,13,5,15,14,2018,francesco migliore_Italy_1988/04/17_2018,1,1
232,2018-07-05,kevin grosskreutz,/kevin-grosskreutz/profil/spieler/44521,SV Darmstadt 98,KFC Uerdingen,350000,1988/07/19,Germany,2019,2019,2018,2018,kevin grosskreutz_Germany_1988/07/19_2019,kevin grosskreutz_Germany_1988/07/19_2018,kevin grosskreutz,1988/07/18,2018,Germany,Defender,2172,1140,1032,27,13,14,3,3,0,1,0,1,0,0,6,3,3,31,18,13,6,0,143,207,69,0.17,0.04,0.12,0.24,0.0,724.0,1.28,70.0,80.0,362.0,2172.0,0.25,2018,kevin grosskreutz_Germany_1988/07/19_2018,2018,188352,K. Großkreutz,kevin grosskreutz,28,1988/07/19,186,77,Germany,sv darmstadt 98,German 2. Bundesliga,2,74,74,2,2,2017-07-01,2019,73,65,72,68,69,75,0,0,0,0,0,0,75,69,47,73,57,68,72,57,70,70,67,77,62,77,54,66,33,87,68,64,88,74,73,74,26,66,74,74,9,14,12,7,10,2018,kevin grosskreutz_Germany_1988/07/19_2018,1,1
233,2018-07-06,antonino la gumina,/antonino-la-gumina/profil/spieler/287876,Palermo,FC Empoli,9000000,1996/03/06,Italy,2019,2019,2018,2018,antonino la gumina_Italy_1996/03/06_2019,antonino la gumina_Italy_1996/03/06_2018,antonino la gumina,1996/03/06,2018,Italy,Forward,2072,1007,1065,33,16,17,11,5,6,1,1,0,0,1,15,8,7,17,7,10,3,0,21,274,-1,0.52,0.04,0.48,0.45,0.51,188.0,0.74,122.0,63.0,691.0,2072.0,0.13,2018,antonino la gumina_Italy_1996/03/06_2018,2018,228378,A. La Gumina,antonino la gumina,21,1996/03/06,184,72,Italy,palermo,Italian Serie B,2,60,71,1,2,2015-03-30,2019,53,61,48,59,23,42,0,0,0,0,0,0,37,63,62,51,51,57,43,41,44,60,53,53,56,62,72,58,63,56,37,57,31,16,66,58,68,16,23,17,13,12,7,14,12,2018,antonino la gumina_Italy_1996/03/06_2018,1,1
234,2018-07-06,jack hunt,/jack-hunt/profil/spieler/135038,Sheff Wed,Bristol City,1700000,1990/12/06,England,2019,2019,2018,2018,jack hunt_England_1990/12/06_2019,jack hunt_England_1990/12/06_2018,jack hunt,1990/12/06,2018,England,Defender,2381,1217,1164,29,15,14,0,0,0,4,1,3,0,0,6,4,2,30,16,14,4,0,493,114,97,0.15,0.15,0.0,0.0,0.0,0.0,1.13,79.0,82.0,595.0,595.0,0.15,2018,jack hunt_England_1990/12/06_2018,2018,193900,J. Hunt,jack hunt,26,1990/12/06,175,71,England,sheffield wednesday,English League Championship,2,70,73,1,3,2016-01-13,2019,85,50,59,70,67,67,0,0,0,0,0,0,64,47,62,63,32,71,61,29,59,67,86,84,72,66,68,59,82,74,64,50,60,65,65,54,48,66,70,69,15,15,6,14,8,2018,jack hunt_England_1990/12/06_2018,1,1
